Store,Date,PredictedSales
3,2015-09-13,4314.2676
3,2015-09-14,9642.281
3,2015-09-15,9642.281
3,2015-09-16,8574.696
3,2015-09-17,7694.2017
3,2015-09-18,7640.5327
3,2015-09-19,7975.3604
3,2015-09-20,4644.695
3,2015-09-21,6508.0547
3,2015-09-22,6508.0547
3,2015-09-23,6242.376
3,2015-09-24,5583.5566
3,2015-09-25,5910.0684
3,2015-09-26,6272.785
3,2015-09-27,4402.759
3,2015-09-28,9856.363
3,2015-09-29,9856.363
3,2015-09-30,10772.827
3,2015-10-01,7113.295
3,2015-10-02,7980.4414
3,2015-10-03,5538.173
3,2015-10-04,5385.6206
3,2015-10-05,9632.667
3,2015-10-06,9632.667
3,2015-10-07,8561.376
3,2015-10-08,7517.895
3,2015-10-09,7633.051
3,2015-10-10,8059.227
3,2015-10-11,4676.007
3,2015-10-12,6308.813
3,2015-10-13,6308.813
3,2015-10-14,6334.3257
3,2015-10-15,5930.4443
3,2015-10-16,6153.808
3,2015-10-17,6605.451
3,2015-10-18,4391.8403
3,2015-10-19,8876.803
3,2015-10-20,8876.803
3,2015-10-21,7753.8774
3,2015-10-22,6897.995
3,2015-10-23,7251.4536
4,2015-08-01,10867.503
4,2015-08-02,10772.581
4,2015-08-03,12515.963
4,2015-08-04,12515.963
4,2015-08-05,10665.398
4,2015-08-06,10036.53
4,2015-08-07,9992.086
4,2015-08-08,10525.384
4,2015-08-09,10699.307
4,2015-08-10,10116.718
4,2015-08-11,10116.718
4,2015-08-12,9002.975
4,2015-08-13,8866.873
4,2015-08-14,8914.706
4,2015-08-15,9844.656
4,2015-08-16,10619.237
4,2015-08-17,12694.407
4,2015-08-18,12694.407
4,2015-08-19,11065.007
4,2015-08-20,10336.79
4,2015-08-21,10138.304
4,2015-08-22,10811.489
4,2015-08-23,11053.264
4,2015-08-24,10220.962
4,2015-08-25,10220.962
4,2015-08-26,8955.522
4,2015-08-27,9029.752
4,2015-08-28,8985.895
4,2015-08-29,10668.136
4,2015-08-30,11352.914
4,2015-08-31,11997.905
4,2015-09-01,13313.919
4,2015-09-02,11019.079
4,2015-09-03,10483.487
4,2015-09-04,10050.958
4,2015-09-05,10918.434
4,2015-09-06,10827.202
4,2015-09-07,9580.874
4,2015-09-08,9580.874
4,2015-09-09,8634.434
4,2015-09-10,8656.266
4,2015-09-11,8662.583
4,2015-09-12,9549.308
4,2015-09-13,10663.236
4,2015-09-14,12242.545
4,2015-09-15,12242.545
4,2015-09-16,10261.646
4,2015-09-17,10007.022
4,2015-09-18,9783.699
4,2015-09-19,10548.603
4,2015-09-20,10805.927
4,2015-09-21,9314.762
4,2015-09-22,9314.762
4,2015-09-23,8332.134
4,2015-09-24,8250.234
4,2015-09-25,8452.325
4,2015-09-26,9337.024
4,2015-09-27,10884.839
4,2015-09-28,11641.774
4,2015-09-29,11641.774
4,2015-09-30,11368.442
4,2015-10-01,10987.073
4,2015-10-02,11145.699
4,2015-10-03,9167.698
4,2015-10-04,12390.239
4,2015-10-05,11785.082
4,2015-10-06,11785.082
4,2015-10-07,10031.076
4,2015-10-08,9832.749
4,2015-10-09,9693.598
4,2015-10-10,10633.982
4,2015-10-11,11003.615
4,2015-10-12,9519.041
4,2015-10-13,9519.041
4,2015-10-14,8619.644
4,2015-10-15,8662.351
4,2015-10-16,8639.009
4,2015-10-17,9579.21
4,2015-10-18,10879.077
4,2015-10-19,11341.228
4,2015-10-20,11341.228
4,2015-10-21,9608.645
4,2015-10-22,9406.229
4,2015-10-23,9476.029
5,2015-08-01,5283.235
5,2015-08-02,2227.4578
5,2015-08-03,7124.2847
5,2015-08-04,7124.2847
5,2015-08-05,6280.983
5,2015-08-06,5635.1245
5,2015-08-07,5181.8223
5,2015-08-08,5171.0825
5,2015-08-09,2468.0002
5,2015-08-10,4060.8032
5,2015-08-11,4060.8032
5,2015-08-12,3880.1008
5,2015-08-13,4062.1108
5,2015-08-14,3752.6047
5,2015-08-15,4177.6772
5,2015-08-16,2108.861
5,2015-08-17,7108.85
5,2015-08-18,7108.85
5,2015-08-19,6050.5835
5,2015-08-20,5696.677
5,2015-08-21,5290.862
5,2015-08-22,5468.2227
5,2015-08-23,2468.9739
5,2015-08-24,4416.114
5,2015-08-25,4416.114
5,2015-08-26,3587.1873
5,2015-08-27,3793.373
5,2015-08-28,3590.6616
5,2015-08-29,4983.236
5,2015-08-30,2583.6802
5,2015-08-31,6846.346
5,2015-09-01,8611.234
5,2015-09-02,7116.583
5,2015-09-03,6237.9917
5,2015-09-04,5452.61
5,2015-09-05,5806.149
5,2015-09-06,2788.7888
5,2015-09-07,4434.4707
5,2015-09-08,4434.4707
5,2015-09-09,4253.707
5,2015-09-10,4135.9937
5,2015-09-11,3733.4548
5,2015-09-12,4086.9917
5,2015-09-13,2077.121
5,2015-09-14,7075.5854
5,2015-09-15,7075.5854
5,2015-09-16,6054.71
5,2015-09-17,5660.5396
5,2015-09-18,5028.357
5,2015-09-19,5285.374
5,2015-09-20,2542.2983
5,2015-09-21,4355.217
5,2015-09-22,4355.217
5,2015-09-23,4048.9236
5,2015-09-24,3902.6204
5,2015-09-25,3529.7827
5,2015-09-26,3919.6013
5,2015-09-27,2186.2644
5,2015-09-28,6635.198
5,2015-09-29,6635.198
5,2015-09-30,6455.7744
5,2015-10-01,5993.3037
5,2015-10-02,5672.1772
5,2015-10-03,2771.4211
5,2015-10-04,2737.0515
5,2015-10-05,7152.536
5,2015-10-06,7152.536
5,2015-10-07,6049.35
5,2015-10-08,5491.702
5,2015-10-09,5015.1616
5,2015-10-10,5316.209
5,2015-10-11,2244.9575
5,2015-10-12,4584.014
5,2015-10-13,4584.014
5,2015-10-14,4389.311
5,2015-10-15,4177.0454
5,2015-10-16,3767.7625
5,2015-10-17,4249.9175
5,2015-10-18,2138.1206
5,2015-10-19,6664.601
5,2015-10-20,6664.601
5,2015-10-21,5573.6187
5,2015-10-22,5017.7104
5,2015-10-23,4701.567
6,2015-08-01,5680.7603
6,2015-08-02,3726.9932
6,2015-08-03,7396.8594
6,2015-08-04,7396.8594
6,2015-08-05,6771.5366
6,2015-08-06,5516.684
6,2015-08-07,5323.8857
6,2015-08-08,5523.6055
6,2015-08-09,3874.7024
6,2015-08-10,4509.114
6,2015-08-11,4509.114
6,2015-08-12,4407.025
6,2015-08-13,4032.1177
6,2015-08-14,3931.5977
6,2015-08-15,4527.967
6,2015-08-16,3595.8606
6,2015-08-17,7302.803
6,2015-08-18,7302.803
6,2015-08-19,6525.9907
6,2015-08-20,5799.192
6,2015-08-21,5269.0376
6,2015-08-22,5631.077
6,2015-08-23,3909.408
6,2015-08-24,4639.8813
6,2015-08-25,4639.8813
6,2015-08-26,4178.4253
6,2015-08-27,3981.231
6,2015-08-28,4051.7524
6,2015-08-29,5516.253
6,2015-08-30,4283.0063
6,2015-08-31,6463.807
6,2015-09-01,8038.296
6,2015-09-02,6797.037
6,2015-09-03,6012.0957
6,2015-09-04,5403.865
6,2015-09-05,5928.702
6,2015-09-06,3983.5574
6,2015-09-07,4565.8555
6,2015-09-08,4565.8555
6,2015-09-09,4451.618
6,2015-09-10,4061.8335
6,2015-09-11,4023.309
6,2015-09-12,4548.1455
6,2015-09-13,3610.49
6,2015-09-14,7056.9775
6,2015-09-15,7056.9775
6,2015-09-16,6287.92
6,2015-09-17,5621.6772
6,2015-09-18,5175.1514
6,2015-09-19,5471.122
6,2015-09-20,4041.5657
6,2015-09-21,4500.0625
6,2015-09-22,4500.0625
6,2015-09-23,4445.585
6,2015-09-24,4027.2122
6,2015-09-25,4018.6426
6,2015-09-26,4434.411
6,2015-09-27,3977.654
6,2015-09-28,6731.909
6,2015-09-29,6731.909
6,2015-09-30,7103.7173
6,2015-10-01,6324.016
6,2015-10-02,6346.9976
6,2015-10-03,3989.918
6,2015-10-04,5027.764
6,2015-10-05,7209.4717
6,2015-10-06,7209.4717
6,2015-10-07,6279.861
6,2015-10-08,5636.361
6,2015-10-09,5362.991
6,2015-10-10,5922.864
6,2015-10-11,4041.9744
6,2015-10-12,4755.9863
6,2015-10-13,4755.9863
6,2015-10-14,4681.3994
6,2015-10-15,4306.9
6,2015-10-16,4172.2544
6,2015-10-17,4813.285
6,2015-10-18,3979.172
6,2015-10-19,6739.241
6,2015-10-20,6739.241
6,2015-10-21,5877.37
6,2015-10-22,5123.3896
6,2015-10-23,5081.8857
7,2015-08-01,11896.144
7,2015-08-02,6923.118
7,2015-08-03,14931.594
7,2015-08-04,14931.594
7,2015-08-05,13084.046
7,2015-08-06,11227.396
7,2015-08-07,11728.284
7,2015-08-08,11561.732
7,2015-08-09,6912.3975
7,2015-08-10,12022.634
7,2015-08-11,12022.634
7,2015-08-12,10955.513
7,2015-08-13,9720.767
7,2015-08-14,10365.449
7,2015-08-15,10634.712
7,2015-08-16,6530.863
7,2015-08-17,14924.663
7,2015-08-18,14924.663
7,2015-08-19,13278.091
7,2015-08-20,11416.692
7,2015-08-21,11687.943
7,2015-08-22,11709.492
7,2015-08-23,7069.332
7,2015-08-24,11939.625
7,2015-08-25,11939.625
7,2015-08-26,10657.014
7,2015-08-27,9598.0625
7,2015-08-28,10099.535
7,2015-08-29,11401.348
7,2015-08-30,7146.5635
7,2015-08-31,13716.568
7,2015-09-01,15738.979
7,2015-09-02,13360.0
7,2015-09-03,11643.204
7,2015-09-04,11812.014
7,2015-09-05,11998.427
7,2015-09-06,7067.004
7,2015-09-07,11575.778
7,2015-09-08,11575.778
7,2015-09-09,10667.499
7,2015-09-10,9508.127
7,2015-09-11,10059.776
7,2015-09-12,10246.189
7,2015-09-13,6487.533
7,2015-09-14,14356.438
7,2015-09-15,14356.438
7,2015-09-16,12283.086
7,2015-09-17,10874.614
7,2015-09-18,11178.015
7,2015-09-19,11267.906
7,2015-09-20,6584.073
7,2015-09-21,10936.06
7,2015-09-22,10936.06
7,2015-09-23,10256.53
7,2015-09-24,9020.785
7,2015-09-25,9749.598
7,2015-09-26,9972.291
7,2015-09-27,6437.2793
7,2015-09-28,13641.406
7,2015-09-29,13641.406
7,2015-09-30,13168.559
7,2015-10-01,11486.362
7,2015-10-02,12119.425
7,2015-10-03,9051.542
7,2015-10-04,7282.5854
7,2015-10-05,14112.737
7,2015-10-06,14112.737
7,2015-10-07,12281.812
7,2015-10-08,10816.982
7,2015-10-09,11294.632
7,2015-10-10,11429.989
7,2015-10-11,6560.342
7,2015-10-12,11201.083
7,2015-10-13,11201.083
7,2015-10-14,10432.56
7,2015-10-15,9280.728
7,2015-10-16,9851.693
7,2015-10-17,10112.212
7,2015-10-18,6180.626
7,2015-10-19,13263.996
7,2015-10-20,13263.996
7,2015-10-21,11498.919
7,2015-10-22,10147.804
7,2015-10-23,10811.912
8,2015-08-01,6893.141
8,2015-08-02,3640.9917
8,2015-08-03,9150.927
8,2015-08-04,9150.927
8,2015-08-05,7866.007
8,2015-08-06,6897.2295
8,2015-08-07,6896.929
8,2015-08-08,6698.1885
8,2015-08-09,3798.7336
8,2015-08-10,6195.1084
8,2015-08-11,6195.1084
8,2015-08-12,5572.786
8,2015-08-13,5246.8696
8,2015-08-14,5390.3643
8,2015-08-15,5627.4375
8,2015-08-16,3362.249
8,2015-08-17,9286.665
8,2015-08-18,9286.665
8,2015-08-19,7886.357
8,2015-08-20,7208.5503
8,2015-08-21,6834.771
8,2015-08-22,6824.1304
8,2015-08-23,3810.3794
8,2015-08-24,6225.7534
8,2015-08-25,6225.7534
8,2015-08-26,5346.5366
8,2015-08-27,5044.7983
8,2015-08-28,5295.088
8,2015-08-29,6400.29
8,2015-08-30,3903.7334
8,2015-08-31,8049.679
8,2015-09-01,10165.255
8,2015-09-02,8239.544
8,2015-09-03,7501.6655
8,2015-09-04,7169.2856
8,2015-09-05,7334.8237
8,2015-09-06,4121.0894
8,2015-09-07,6371.126
8,2015-09-08,6371.126
8,2015-09-09,5759.304
8,2015-09-10,5416.5806
8,2015-09-11,5467.0415
8,2015-09-12,5632.5796
8,2015-09-13,3426.3364
8,2015-09-14,8804.052
8,2015-09-15,8804.052
8,2015-09-16,7439.593
8,2015-09-17,6820.412
8,2015-09-18,6641.2314
8,2015-09-19,6718.1963
8,2015-09-20,3778.7485
8,2015-09-21,6423.0
8,2015-09-22,6423.0
8,2015-09-23,5773.123
8,2015-09-24,5401.8105
8,2015-09-25,5481.9746
8,2015-09-26,5737.7466
8,2015-09-27,3942.4138
8,2015-09-28,8710.936
8,2015-09-29,8710.936
8,2015-09-30,8340.617
8,2015-10-01,7697.6895
8,2015-10-02,7829.565
8,2015-10-03,5113.187
8,2015-10-04,5062.827
8,2015-10-05,9097.323
8,2015-10-06,9097.323
8,2015-10-07,7320.2764
8,2015-10-08,6905.254
8,2015-10-09,6861.972
8,2015-10-10,7062.546
8,2015-10-11,4093.4531
8,2015-10-12,6575.545
8,2015-10-13,6575.545
8,2015-10-14,5993.9956
8,2015-10-15,5666.558
8,2015-10-16,5710.275
8,2015-10-17,5992.007
8,2015-10-18,3497.035
8,2015-10-19,8698.023
8,2015-10-20,8698.023
8,2015-10-21,7145.4507
8,2015-10-22,6437.11
8,2015-10-23,6573.9683
9,2015-08-01,8463.753
9,2015-08-02,6699.1406
9,2015-08-03,9458.12
9,2015-08-04,9458.12
9,2015-08-05,8115.3203
9,2015-08-06,7368.156
9,2015-08-07,7477.1636
9,2015-08-08,8150.114
9,2015-08-09,6664.903
9,2015-08-10,7025.499
9,2015-08-11,7025.499
9,2015-08-12,6323.7583
9,2015-08-13,6198.4966
9,2015-08-14,6399.7817
9,2015-08-15,7469.3843
9,2015-08-16,6612.192
9,2015-08-17,9637.726
9,2015-08-18,9637.726
9,2015-08-19,8420.325
9,2015-08-20,7668.413
9,2015-08-21,7578.752
9,2015-08-22,8458.651
9,2015-08-23,7068.6523
9,2015-08-24,7049.8193
9,2015-08-25,7049.8193
9,2015-08-26,6196.383
9,2015-08-27,6246.915
9,2015-08-28,6356.51
9,2015-08-29,8359.287
9,2015-08-30,7412.294
9,2015-08-31,8826.762
9,2015-09-01,10381.639
9,2015-09-02,8515.19
9,2015-09-03,7883.775
9,2015-09-04,7577.3506
9,2015-09-05,8564.105
9,2015-09-06,6841.098
9,2015-09-07,6557.038
9,2015-09-08,6557.038
9,2015-09-09,6077.9346
9,2015-09-10,6003.945
9,2015-09-11,6163.714
9,2015-09-12,7150.4673
9,2015-09-13,6600.228
9,2015-09-14,9363.968
9,2015-09-15,9363.968
9,2015-09-16,7719.789
9,2015-09-17,7396.699
9,2015-09-18,7308.2188
9,2015-09-19,8147.7393
9,2015-09-20,6730.9844
9,2015-09-21,6023.6494
9,2015-09-22,6023.6494
9,2015-09-23,5773.293
9,2015-09-24,5622.928
9,2015-09-25,5959.864
9,2015-09-26,7036.85
9,2015-09-27,6664.249
9,2015-09-28,8572.224
9,2015-09-29,8572.224
9,2015-09-30,8598.211
9,2015-10-01,8269.305
9,2015-10-02,8510.488
9,2015-10-03,6615.326
9,2015-10-04,8054.7856
9,2015-10-05,9011.75
9,2015-10-06,9011.75
9,2015-10-07,7681.1865
9,2015-10-08,7309.0894
9,2015-10-09,7375.116
9,2015-10-10,8398.34
9,2015-10-11,6855.2607
9,2015-10-12,6502.454
9,2015-10-13,6502.454
9,2015-10-14,6049.7686
9,2015-10-15,5966.0127
9,2015-10-16,6096.1235
9,2015-10-17,7156.9814
9,2015-10-18,6563.561
9,2015-10-19,8508.511
9,2015-10-20,8508.511
9,2015-10-21,7097.8657
9,2015-10-22,6814.8237
9,2015-10-23,7038.077
10,2015-08-01,6223.359
10,2015-08-02,4056.1025
10,2015-08-03,7675.4673
10,2015-08-04,7675.4673
10,2015-08-05,6973.208
10,2015-08-06,5830.9653
10,2015-08-07,5840.0483
10,2015-08-08,6028.4062
10,2015-08-09,4213.8438
10,2015-08-10,5130.443
10,2015-08-11,5130.443
10,2015-08-12,5026.988
10,2015-08-13,4527.607
10,2015-08-14,4628.9673
10,2015-08-15,5213.9775
10,2015-08-16,4071.925
10,2015-08-17,7774.9053
10,2015-08-18,7774.9053
10,2015-08-19,6957.2554
10,2015-08-20,6105.9844
10,2015-08-21,5772.555
10,2015-08-22,6167.861
10,2015-08-23,4236.2437
10,2015-08-24,5113.5396
10,2015-08-25,5113.5396
10,2015-08-26,4816.983
10,2015-08-27,4341.78
10,2015-08-28,4601.4526
10,2015-08-29,6054.592
10,2015-08-30,4642.9287
10,2015-08-31,6937.4653
10,2015-09-01,8536.71
10,2015-09-02,7277.014
10,2015-09-03,6367.601
10,2015-09-04,5961.252
10,2015-09-05,6474.727
10,2015-09-06,4345.886
10,2015-09-07,5064.27
10,2015-09-08,5064.27
10,2015-09-09,5035.109
10,2015-09-10,4520.851
10,2015-09-11,4580.6953
10,2015-09-12,5094.1704
10,2015-09-13,3972.8206
10,2015-09-14,7534.9585
10,2015-09-15,7534.9585
10,2015-09-16,6753.16
10,2015-09-17,5962.446
10,2015-09-18,5792.6484
10,2015-09-19,6217.5503
10,2015-09-20,4362.994
10,2015-09-21,4974.9546
10,2015-09-22,4974.9546
10,2015-09-23,4907.7383
10,2015-09-24,4364.8916
10,2015-09-25,4454.439
10,2015-09-26,5058.148
10,2015-09-27,4167.327
10,2015-09-28,7262.886
10,2015-09-29,7262.886
10,2015-09-30,7475.2295
10,2015-10-01,6660.7705
10,2015-10-02,6802.0293
10,2015-10-03,4433.5884
10,2015-10-04,5287.74
10,2015-10-05,7649.273
10,2015-10-06,7649.273
10,2015-10-07,6688.033
10,2015-10-08,5868.335
10,2015-10-09,5834.4365
10,2015-10-10,6382.9473
10,2015-10-11,4318.3643
10,2015-10-12,5245.062
10,2015-10-13,5245.062
10,2015-10-14,5132.8403
10,2015-10-15,4633.8687
10,2015-10-16,4686.9688
10,2015-10-17,5316.6377
10,2015-10-18,4186.9097
10,2015-10-19,7117.975
10,2015-10-20,7117.975
10,2015-10-21,6148.067
10,2015-10-22,5471.969
10,2015-10-23,5618.211
11,2015-08-01,9461.82
11,2015-08-02,7736.525
11,2015-08-03,10525.004
11,2015-08-04,10525.004
11,2015-08-05,9156.296
11,2015-08-06,8567.1
11,2015-08-07,8720.692
11,2015-08-08,9212.844
11,2015-08-09,7733.764
11,2015-08-10,7650.416
11,2015-08-11,7650.416
11,2015-08-12,6931.7817
11,2015-08-13,6964.488
11,2015-08-14,7167.863
11,2015-08-15,8409.18
11,2015-08-16,7499.8247
11,2015-08-17,11234.59
11,2015-08-18,11234.59
11,2015-08-19,9909.17
11,2015-08-20,9009.181
11,2015-08-21,9012.741
11,2015-08-22,9489.467
11,2015-08-23,8092.204
11,2015-08-24,7639.749
11,2015-08-25,7639.749
11,2015-08-26,6726.925
11,2015-08-27,7189.4263
11,2015-08-28,7408.078
11,2015-08-29,9087.881
11,2015-08-30,8104.164
11,2015-08-31,10216.068
11,2015-09-01,11534.913
11,2015-09-02,9547.263
11,2015-09-03,9137.656
11,2015-09-04,8998.196
11,2015-09-05,9489.448
11,2015-09-06,7861.1484
11,2015-09-07,7363.346
11,2015-09-08,7363.346
11,2015-09-09,7076.911
11,2015-09-10,7072.5474
11,2015-09-11,7276.9014
11,2015-09-12,8096.6743
11,2015-09-13,7641.14
11,2015-09-14,10830.231
11,2015-09-15,10830.231
11,2015-09-16,9028.773
11,2015-09-17,8820.425
11,2015-09-18,8722.395
11,2015-09-19,9449.072
11,2015-09-20,7672.325
11,2015-09-21,6993.945
11,2015-09-22,6993.945
11,2015-09-23,6673.632
11,2015-09-24,6611.8184
11,2015-09-25,7060.0396
11,2015-09-26,7801.596
11,2015-09-27,7637.578
11,2015-09-28,10578.093
11,2015-09-29,10578.093
11,2015-09-30,11271.99
11,2015-10-01,8285.069
11,2015-10-02,9126.465
11,2015-10-03,7134.7026
11,2015-10-04,8651.8955
11,2015-10-05,10106.488
11,2015-10-06,10106.488
11,2015-10-07,8817.57
11,2015-10-08,8553.068
11,2015-10-09,8590.745
11,2015-10-10,9484.534
11,2015-10-11,7762.309
11,2015-10-12,7435.428
11,2015-10-13,7435.428
11,2015-10-14,6919.391
11,2015-10-15,7082.366
11,2015-10-16,7257.063
11,2015-10-17,8174.199
11,2015-10-18,7491.3633
11,2015-10-19,9614.228
11,2015-10-20,9614.228
11,2015-10-21,8150.1636
11,2015-10-22,8012.5425
11,2015-10-23,8317.332
12,2015-08-01,9591.769
12,2015-08-02,7880.953
12,2015-08-03,10693.047
12,2015-08-04,10693.047
12,2015-08-05,9340.79
12,2015-08-06,8699.77
12,2015-08-07,8830.251
12,2015-08-08,9342.792
12,2015-08-09,7878.1895
12,2015-08-10,7818.457
12,2015-08-11,7818.457
12,2015-08-12,7116.276
12,2015-08-13,7097.157
12,2015-08-14,7277.42
12,2015-08-15,8539.128
12,2015-08-16,7644.25
12,2015-08-17,11402.632
12,2015-08-18,11402.632
12,2015-08-19,10093.663
12,2015-08-20,9141.851
12,2015-08-21,9122.3
12,2015-08-22,9619.415
12,2015-08-23,8236.631
12,2015-08-24,7807.791
12,2015-08-25,7807.791
12,2015-08-26,6911.4185
12,2015-08-27,7322.0967
12,2015-08-28,7517.636
12,2015-08-29,9217.829
12,2015-08-30,8248.586
12,2015-08-31,10384.11
12,2015-09-01,11702.955
12,2015-09-02,9731.757
12,2015-09-03,9270.325
12,2015-09-04,9107.754
12,2015-09-05,9619.396
12,2015-09-06,8005.574
12,2015-09-07,7531.386
12,2015-09-08,7531.386
12,2015-09-09,7261.4062
12,2015-09-10,7205.218
12,2015-09-11,7386.4595
12,2015-09-12,8226.621
12,2015-09-13,7785.567
12,2015-09-14,10998.273
12,2015-09-15,10998.273
12,2015-09-16,9213.267
12,2015-09-17,8953.095
12,2015-09-18,8831.954
