Store,PromoAvg,NonPromoAvg,PromoLiftPercent
84,15181.0029,11140.7249,36.26584389
85,7550.2694,7100.6100,6.33268805
86,5828.1948,3773.1632,54.46442625
87,7120.1870,4837.2645,47.19449323
88,8068.7066,4351.8462,85.40881887
89,6932.2226,5214.7816,32.93409288
90,9769.9571,7310.1893,33.64848440
91,6551.0516,4751.9510,37.86024958
92,7407.2800,4845.8485,52.85826668
93,7538.1600,4681.8555,61.00796011
94,8779.7143,5767.9977,52.21424816
95,9596.1733,6028.5304,59.17931403
96,7047.6165,3638.3458,93.70386641
97,8324.5227,5370.1332,55.01520078
98,5960.8257,4415.6061,34.99450885
99,5979.9562,4461.7126,34.02826856
100,8668.4491,7417.2874,16.86818375
101,8643.0822,6508.9930,32.78677824
102,8852.6638,5636.7618,57.05229517
103,5304.5231,4195.7200,26.42700494
104,10531.3229,9795.0070,7.51725842
105,5445.7604,3625.2981,50.21551992
106,10052.8120,7523.1085,33.62577422
107,8057.4788,6746.1624,19.43795984
108,11979.4380,10292.0345,16.39523727
109,7436.6119,5667.9954,31.20356363
110,5222.7110,3970.7100,31.53091207
111,7967.3257,5800.8561,37.34741063
112,6565.0227,5954.6056,10.25117596
113,7877.5109,6664.9080,18.19384295
114,6200.3701,4643.6558,33.52346308
115,7832.8467,7008.5948,11.76058694
116,8378.1048,6405.0186,30.80531585
117,4751.8971,3172.2145,49.79747474
118,9336.2074,6509.0023,43.43530574
119,7068.3569,5134.2390,37.67097654
120,8489.1029,5990.2645,41.71499198
121,5510.0142,3583.9930,53.73953629
122,7625.5169,5686.3465,34.10222060
123,10798.0780,6432.3555,67.87128942
124,5182.5286,3805.4196,36.18809863
125,13870.4731,10171.2575,36.36930372
126,7910.5486,5363.2821,47.49454710
127,6414.0255,4308.9454,48.85371839
128,8721.4314,6425.9814,35.72139154
129,10726.2701,8012.7960,33.86426041
130,5820.7400,4552.8794,27.84744668
131,6145.7771,4565.3100,34.61905350
132,7167.6788,5586.8994,28.29439527
133,8186.3399,5053.6364,61.98909764
134,5428.4873,4150.4478,30.79280885
135,6745.4086,5308.4548,27.06915441
136,6767.5511,4482.0000,50.99400033
137,9482.3759,7324.3333,29.46401373
138,9447.1761,5597.7336,68.76787528
139,7865.6861,5360.6408,46.73033352
140,8664.1686,6498.5360,33.32493074
141,6706.8075,4594.8415,45.96384844
142,5346.6857,3998.0163,33.73346406
143,7795.5943,5106.6131,52.65684327
144,8864.3285,6823.5128,29.90857789
145,10035.2937,6998.8260,43.38538691
146,9310.9400,6590.5967,41.27612980
147,9510.6743,7153.4895,32.95153745
148,9793.6062,7693.2854,27.30070113
149,6835.1679,4569.3649,49.58682375
150,9831.5581,7258.8794,35.44181683
151,8132.7635,5629.1282,44.47643110
152,7202.2114,4187.4056,71.99698635
153,9425.4943,5142.4802,83.28693440
154,10251.1886,7508.4200,36.52923831
155,7978.0400,6024.5632,32.42520181
156,9351.3343,4995.2424,87.20481377
157,11669.7800,8134.3380,43.46318049
158,8743.8886,7677.9417,13.88323700
159,9506.7018,6359.3103,49.49265412
160,6824.1143,4842.7007,40.91546668
161,8173.1714,6501.5478,25.71116445
162,9361.4143,6474.2831,44.59383680
163,8065.3286,6670.8237,20.90453917
164,7917.7673,4860.8621,62.88812890
165,4787.0255,3374.6724,41.85156248
166,6562.4371,5212.9138,25.88808206
167,11936.0171,7135.5851,67.27453961
168,9399.3879,5990.2960,56.91024070
169,8257.0350,6377.1537,29.47837578
170,5987.8314,4211.2214,42.18752223
171,10530.8629,6714.4615,56.83853123
172,7563.9927,6523.1782,15.95563564
173,9844.5467,6912.7077,42.41231123
174,6379.4270,5587.8305,14.16643818
175,6585.4023,5128.6288,28.40473665
176,6696.6400,4120.9231,62.50339730
177,5151.1197,3047.4406,69.03101333
178,12551.1790,8065.7173,55.61144194
179,8751.9600,6106.8368,43.31412880
180,8290.8414,6343.0650,30.70718029
181,8380.4436,4804.0201,74.44647266
182,6165.9743,4605.2065,33.89137469
183,5780.5778,4061.8182,42.31503034
184,7865.0802,5558.0748,41.50727653
185,8620.6856,5982.9745,44.08695180
186,4518.0146,3205.7816,40.93332452
187,7491.4306,5287.3225,41.68665873
188,6130.0143,4054.3846,51.19469087
189,10290.7429,7516.4615,36.90940617
190,8369.9562,6276.9598,33.34411102
191,7334.1861,6449.0000,13.72594404
192,9854.1679,8357.5546,17.90731090
193,6771.7902,4218.4592,60.52757409
194,5425.8046,4345.7716,24.85250365
195,12436.2143,9307.4406,33.61583355
196,6272.6006,4347.1958,44.29073014
197,8267.1870,5683.2274,45.46641228
198,4294.7252,1753.4615,144.92839553
199,9409.8743,6769.3054,39.00797473
200,8717.2486,6923.7249,25.90402774
201,5935.2200,4689.7855,26.55631989
202,6861.4029,5419.7146,26.60081465
203,7868.7635,5884.6914,33.71582259
204,6258.4635,4878.2385,28.29351202
205,7946.3173,5382.4060,47.63503966
206,8711.7743,5889.5385,47.91947353
207,13829.9235,9017.2970,53.37105496
208,3315.4646,2625.7378,26.26792230
209,6860.3955,4734.5530,44.90059434
210,3860.8943,2649.8858,45.70040390
211,15602.5722,10858.1415,43.69468470
212,5700.2776,4018.3689,41.85550776
213,9731.9057,6824.9744,42.59256083
214,10636.7714,8267.2751,28.66115320
215,7758.0876,5172.8040,49.97837806
216,8632.7615,6083.5911,41.90239485
217,5319.3626,4194.3411,26.82236663
218,6232.0146,4063.1695,53.37815803
219,3752.5314,2628.8485,42.74430231
220,5955.6063,4053.3668,46.92986307
221,6694.6771,5106.9606,31.08926492
222,6216.4164,3971.8121,56.51335786
223,8843.5297,5907.5594,49.69853175
224,7656.1839,5797.1166,32.06882839
225,6314.4221,4277.5361,47.61820599
226,8612.3686,6156.8794,39.88204221
227,7251.4058,5028.3626,44.21008254
228,8869.8771,7192.5082,23.32105779
229,10268.6257,7321.0233,40.26216390
230,8518.9943,6777.5429,25.69443573
231,5724.5730,4018.9109,42.44090270
232,4040.9563,2836.9028,42.44253297
233,10822.7657,8300.9582,30.37971528
234,13800.5514,8846.4825,56.00043748
235,7612.9171,4573.2343,66.46680618
236,8692.2578,5831.4872,49.05730621
237,5028.4731,4132.6357,21.67714300
238,9166.9475,6456.4289,41.98169994
239,5994.1514,4318.2284,38.81042919
240,5582.6771,4180.8608,33.52936957
241,7501.4571,5834.0886,28.57976087
242,5257.4943,3147.5267,67.03573366
243,8915.0436,5619.2787,58.65103078
244,6568.6686,4212.4755,55.93369109
245,9874.7400,8104.2135,21.84698802
246,8190.0340,6172.7726,32.67998833
247,10404.1886,7092.6798,46.68910544
248,9511.8357,7420.5661,28.18207578
249,6057.9887,4653.4014,30.18409886
250,10401.1143,6902.9397,50.67659251
251,21261.1314,17378.7273,22.33997976
252,12937.3686,8721.2238,48.34349976
253,7385.2286,4409.9487,67.46744790
254,3457.2886,2637.7855,31.06784114
255,7202.8571,5510.9814,30.70008194
256,11727.4425,8292.4393,41.42331553
257,6394.3173,4468.4571,43.09899750
258,6482.0328,4980.7672,30.14125199
259,12212.6854,11311.5739,7.96627850
260,6959.6374,6232.6821,11.66360234
261,16948.9171,9081.8718,86.62361158
262,20991.5361,20549.6375,2.15039635
263,3874.3540,3576.1552,8.33853197
264,8875.3499,5890.8019,50.66454433
265,6425.0000,3755.3893,71.08745660
266,5377.9290,3577.0561,50.34511243
267,9910.1870,8780.5244,12.86554835
268,6084.2720,3895.8051,56.17495721
269,11715.2429,7414.3333,58.00804105
270,10405.6289,8379.2251,24.18366643
271,10746.4858,5452.7009,97.08555309
272,8135.8857,4695.5522,73.26792165
273,8643.1029,5767.7855,49.85132137
274,3891.8827,4182.4355,-6.94697756
275,8640.3029,6501.8017,32.89090142
276,5067.9517,3287.8808,54.14037033
277,7739.5365,5424.8793,42.66744113
278,8443.6771,6076.1972,38.96318296
279,10816.7018,7351.5115,47.13575333
280,7038.8649,5641.7576,24.76369018
281,6558.3314,5289.1717,23.99543491
282,5286.4788,3689.5661,43.28185413
283,7921.9964,6478.1034,22.28882131
284,6522.1861,4540.1236,43.65657764
285,5558.3829,4827.2900,15.14499503
286,6708.2629,3475.2448,93.02993975
287,8834.7263,7615.1667,16.01487747
288,6832.9197,4675.2471,46.15098461
289,7317.6000,5512.1090,32.75499333
290,8834.6886,5528.8765,59.79175227
291,10048.1875,6357.4977,58.05255514
292,7159.2624,4650.8889,53.93320635
293,7608.9915,5154.2111,47.62669350
294,7147.8857,4651.5754,53.66591080
295,6199.4109,4544.0210,36.43006817
296,8531.2771,5690.2923,49.92686892
297,8644.7443,5651.4406,52.96532206
298,9557.2226,7486.3822,27.66143102
299,6826.6073,5838.8655,16.91667344
300,7905.7721,6403.1415,23.46708317
301,6384.1955,4845.7471,31.74842467
302,4365.2771,3236.3735,34.88174574
303,7596.9326,5057.8165,50.20182317
304,8418.7365,5961.1717,41.22620479
305,6176.6971,4673.8515,32.15432994
306,5216.7007,3701.3190,40.94166913
307,3569.1643,1991.6247,79.20867774
308,11319.9681,7749.0307,46.08237477
309,8740.6857,5527.7809,58.12286874
310,10750.0508,6597.6059,62.93866323
311,7825.2943,5674.9049,37.89295965
312,6887.3686,4496.8724,53.15908424
313,8845.6034,5618.9720,57.42387318
314,6345.2943,4152.5105,52.80621932
315,5017.2946,3625.9513,38.37181571
316,11856.8600,8222.9161,44.19288582
317,5945.0182,4934.2098,20.48572163
318,9127.1051,6212.3318,46.91915118
319,8947.5836,6836.5916,30.87784134
320,17028.6657,13037.3527,30.61444417
321,6818.4205,5250.9439,29.85132867
322,6678.3031,3657.6131,82.58637582
323,8255.8629,6638.8415,24.35698107
324,7597.1054,4125.9790,84.12855166
325,7870.0086,5354.3963,46.98218387
326,5599.9571,4526.6923,23.70969269
327,9023.4103,6679.2394,35.09637350
328,5369.6486,3667.0723,46.42876358
329,8612.2743,5526.1305,55.84637803
330,4804.8514,3645.9510,31.78595555
331,7441.4971,5116.0443,45.45411889
332,4677.7863,2951.9324,58.46522513
333,11433.3513,8413.4756,35.89331885
334,6273.6886,4738.7436,32.39139136
335,18175.5250,10306.7732,76.34544444
336,16716.2264,11638.8701,43.62413414
337,5463.2914,4713.7517,15.90112780
338,8670.4914,6038.3991,43.58924154
339,5868.0353,4555.3116,28.81742934
340,7811.5042,5399.7285,44.66475849
341,6503.7543,4702.0303,38.31800024
342,12482.8498,10022.5632,24.54747897
343,8721.6571,5957.4033,46.40031499
344,10603.2380,6743.0302,57.24737551
345,5544.9234,3783.7730,46.54482112
346,7908.1857,5951.2704,32.88231231
347,5208.9770,4475.8322,16.38007897
348,9784.4848,8024.8408,21.92746302
349,8658.3556,7750.8286,11.70877379
350,8247.1571,6011.0255,37.20050119
351,7225.2571,5085.4779,42.07626792
352,7418.6119,6097.3086,21.67027132
353,5799.3034,5559.6185,4.31117540
354,9723.3971,7303.2028,33.13880790
355,10648.3286,7920.6682,34.43725106
356,6189.7155,5337.6713,15.96284477
357,9429.4870,6464.0214,45.87648163
358,12233.0600,8734.0093,40.06236479
359,7485.4000,6333.8881,18.18017413
360,8384.3598,5748.7726,45.84608446
361,7507.3989,5251.9161,42.94590280
362,10815.0314,8208.6009,31.75243289
363,8212.5496,6251.0046,31.37967491
364,5400.7168,3881.3310,39.14599929
365,6429.4416,4659.7752,37.97750552
366,7894.7094,4807.5338,64.21536969
367,6436.7649,4285.7193,50.19100612
368,12326.8132,7544.2890,63.39264238
369,7603.3457,6250.1206,21.65118308
370,8991.5714,6554.8298,37.17474980
371,8321.2971,5727.2529,45.29299278
372,10364.6657,7498.4196,38.22466992
373,5011.6609,4140.1935,21.04895464
374,8436.0765,5841.4130,44.41842235
375,12182.6838,6694.8671,81.97050843
376,10323.9542,6929.5835,48.98376087
377,9199.5184,6687.4594,37.56372739
378,7149.8714,5651.6667,26.50907865
379,4714.4561,3236.9791,45.64369798
380,17057.1286,12334.9207,38.28324416
381,10897.5641,7450.2751,46.27062783
382,9952.8063,6376.5175,56.08529727
383,19215.9971,15738.9698,22.09183532
384,10927.8640,7179.5711,52.20775555
385,8955.1496,6083.5287,47.20321090
386,9730.2971,6641.9790,46.49695689
387,11539.1399,7615.6848,51.51808659
388,12331.1571,8566.4685,43.94679788
389,12176.6459,8831.0139,37.88502658
390,13723.3541,9787.3724,40.21489727
391,7233.2870,4495.5806,60.89772713
392,9145.2743,5757.1772,58.84997174
393,6931.1857,5064.2751,36.86432183
394,9683.3686,7273.0998,33.13949871
395,4718.9514,3393.7133,39.04979678
396,12755.2849,8149.4802,56.51654594
397,6870.7143,4517.6783,52.08507106
398,6551.3654,4632.5800,41.41936833
399,6475.3321,4837.2500,33.86391269
400,11026.6827,6868.8415,60.53191404
401,8927.1222,5463.4299,63.39776133
402,6612.8091,5240.4126,26.18871141
403,8899.6571,6300.9324,41.24349503
404,5835.8994,3941.6888,48.05581189
405,5977.0971,3332.4965,79.35794191
406,6965.9114,5413.6270,28.67364851
407,4461.6825,3434.0632,29.92429661
408,5535.6408,4072.4429,35.92924329
409,6454.6971,4774.2993,35.19674264
410,8091.6743,5099.5221,58.67514752
411,10761.8971,7810.8910,37.78066049
412,9568.8431,8734.6466,9.55043240
413,8388.5985,6010.7328,39.56033111
414,6942.1457,6010.4385,15.50148457
415,7018.1595,5593.9324,25.46021369
416,12706.7422,9623.9745,32.03216861
417,9371.3629,6215.2657,50.77976160
418,6803.2443,4033.9533,68.64955531
419,6277.4221,4519.7633,38.88829177
420,5061.8431,4129.7328,22.57071732
421,9955.7422,9287.2668,7.19776228
422,5073.1615,4137.9977,22.59942769
423,11434.2111,10453.6770,9.37980136
424,7776.7400,6231.4802,24.79763663
425,3892.5690,2705.1636,43.89403419
426,6310.8714,4054.7226,55.64249480
427,9670.0945,6041.5661,60.05940179
428,7102.9964,5645.4224,25.81868689
429,6224.5292,4609.8592,35.02644947
430,9655.3577,7827.0948,23.35812810
431,10869.6286,8427.8508,28.97272162
432,12915.1870,9400.2552,37.39187571
433,6831.7422,4340.7878,57.38484566
434,10646.6131,9320.7701,14.22460813
435,3938.6829,2738.4219,43.83038789
436,6724.7358,4510.0257,49.10637414
437,8024.6563,6825.6098,17.56687636
438,6511.8636,4036.7477,61.31460718
439,8804.6289,6058.4710,45.32757355
440,6209.6494,4301.4336,44.36232315
441,7240.7057,5584.0070,29.66863622
442,5214.5632,3701.4429,40.87920232
443,6454.7557,4261.1706,51.47846325
444,12521.7880,11917.1051,5.07407477
445,8975.1925,8295.2103,8.19728766
446,6324.8629,3795.9324,66.62211518
447,5823.1615,4885.3828,19.19560196
448,10246.4400,7046.2308,45.41732077
449,13455.4686,9465.8051,42.14816831
450,9889.6695,7898.8904,25.20327522
451,6231.9029,4795.6984,29.94776503
452,6516.3966,4030.5986,61.67317152
453,9066.0028,6918.3039,31.04371973
454,7533.4131,4371.0676,72.34721117
455,7816.2529,7010.5245,11.49312581
456,7435.1971,5175.1235,43.67187722
457,5618.3540,4228.1466,32.87983153
458,8258.7600,7032.6404,17.43469826
459,11643.0198,7156.8121,62.68444280
460,4953.8034,2739.6317,80.82005022
461,5405.8764,4378.5501,23.46270553
462,6025.7379,3856.3753,56.25392853
463,7491.7029,4954.9021,51.19779784
464,11144.2890,10231.8561,8.91756872
465,9208.9714,6588.4269,39.77496523
466,9893.1314,5933.1865,66.74229710
467,15002.8229,12237.8718,22.59339784
468,6976.1728,6418.6195,8.68649896
469,13600.6969,10509.7355,29.41045838
470,15057.9741,11529.2921,30.60623380
471,8171.5292,6273.7557,30.24939966
472,5932.8839,4608.2111,28.74592063
473,4471.9171,2802.0326,59.59546968
474,9289.1700,6076.6783,52.86591588
475,7476.8822,5658.2360,32.14157572
476,7576.5966,4432.9182,70.91667853
477,7352.1642,5317.3017,38.26870497
478,8297.5921,5586.0742,48.54066922
479,13548.1595,9343.7216,44.99746628
480,6188.6544,3909.8445,58.28389890
481,6170.4629,4331.0650,42.46987535
482,9262.0456,7579.3341,22.20131022
483,6463.7407,3708.6200,74.28964573
484,8210.9207,7313.6845,12.26790998
485,5399.6861,4454.7557,21.21172154
486,5326.9257,3401.7925,56.59172776
487,8158.4419,6049.9327,34.85177954
488,4282.3371,3198.1647,33.89982905
489,9950.4131,5143.0583,93.47268830
490,8714.5182,7883.7730,10.53740716
491,7898.7672,5811.7249,35.91089256
492,9226.0842,6764.7566,36.38457075
493,9804.8600,7064.3939,38.79265630
494,9144.0417,6724.7113,35.97671638
495,6379.9368,4160.8345,53.33310622
496,9134.5949,6577.6009,38.87426435
497,10519.0857,7878.9745,33.50831055
498,7294.5912,6761.8563,7.87853059
499,5792.9080,4639.3263,24.86528476
500,5668.8796,5106.1437,11.02076086
501,6410.4745,4565.3966,40.41440606
502,12587.7514,9367.2052,34.38107925
503,8142.3162,5516.6480,47.59535522
504,7445.7819,6040.3596,23.26719479
505,5801.9511,3944.2681,47.09829691
506,9433.8971,6069.9371,55.42001581
507,9963.9743,7225.3007,37.90393923
508,8198.5948,5604.2617,46.29214859
509,7719.5029,4830.2738,59.81501682
510,9972.6600,6747.8531,47.79011610
511,6075.9603,5323.5383,14.13387144
512,5857.6299,5301.0453,10.49952618
513,20333.3088,16414.7285,23.87234266
514,6934.1788,4828.3707,43.61322437
515,9946.7343,8333.2028,19.36268117
516,7311.6114,4710.3566,55.22415779
517,7497.1965,4710.3995,59.16264526
518,7023.5127,4949.7299,41.89688913
519,6090.1105,4664.3759,30.56646058
520,4491.7904,3360.2506,33.67426807
521,6042.7629,4477.9557,34.94467671
522,9210.3600,7442.5603,23.75257402
523,16353.0397,14857.0116,10.06950859
524,9598.4887,6442.8216,48.97958145
525,11143.9575,9485.2163,17.48764793
526,13406.3003,8345.9604,60.63220629
527,11973.5242,9723.4628,23.14053619
528,13190.3714,8676.2984,52.02763746
529,9112.4788,6768.3086,34.63450491
530,5005.1102,4396.5362,13.84212265
531,5395.6374,4497.5800,19.96756785
532,11966.6914,10020.4149,19.42311297
533,11525.5862,8146.0210,41.48731309
534,9304.1382,6109.3276,52.29398081
535,9962.0971,6609.4452,50.72516390
536,10136.0914,6844.9021,48.08234338
537,6546.5776,4796.2471,36.49375165
538,4680.6374,3186.1021,46.90795412
539,12162.8723,10640.2069,14.31048645
540,6759.5511,4774.5833,41.57363319
541,7967.3000,5703.8648,39.68248331
542,7454.5474,5295.5891,40.76899344
543,3926.0657,1868.1299,110.16020623
544,17460.3636,11326.3107,54.15755426
545,13320.2714,8444.6853,57.73555712
546,15337.3201,12325.4037,24.43665515
547,6389.9380,5250.5920,21.69938194
548,6183.1337,4172.3679,48.19243731
549,5285.3173,4116.4107,28.39625831
550,6672.2457,5406.3039,23.41603030
551,7538.4929,5757.4594,30.93436529
552,10565.7457,5412.4524,95.21179796
553,7173.8190,6928.9091,3.53460944
554,4936.0793,4108.3039,20.14883482
555,6171.7007,4390.4556,40.57084981
556,8597.3484,6014.1860,42.95115541
557,5289.4171,3641.9159,45.23721321
558,3812.6799,2773.7332,37.45662041
559,7775.6353,4334.4103,79.39315542
560,15139.2367,12351.4523,22.57049852
561,8354.9057,5738.1212,45.60350689
562,20082.8556,16662.3608,20.52827187
563,6181.8247,4970.0818,24.38074446
564,6189.4914,4988.5315,24.07441885
565,8096.6000,5445.1259,48.69445054
566,5885.0198,4101.6821,43.47820326
567,6564.4800,4162.1538,57.71834110
568,5259.1200,4567.5940,15.13983155
569,5151.3739,4002.0812,28.71737658
570,5652.2829,3624.1981,55.95954322
571,8379.5182,7241.3879,15.71701900
572,8223.4713,5803.5093,41.69825143
573,4964.8175,3195.2557,55.38091193
574,10419.4799,7664.1865,35.95023962
575,7586.1127,3614.4052,109.88550994
576,8350.6119,5862.0139,42.45295235
577,5776.9717,4278.9049,35.01051890
578,9602.0565,7233.9835,32.73539310
579,9848.7114,7026.2191,40.17085531
580,11228.3683,9353.4872,20.04472754
581,7152.6257,3849.7622,85.79396006
582,8611.4971,5736.1736,50.12615947
583,5298.1254,3505.0023,51.15896812
584,5512.7371,4103.2390,34.35086698
585,6673.3059,4857.6473,37.37732473
586,16606.9799,13932.6449,19.19474050
587,10764.9891,8798.3381,22.35252746
588,7099.4589,5380.7564,31.94165321
589,6082.7278,3543.5718,71.65527340
590,5477.3908,4584.0746,19.48738387
591,6673.7471,4911.3846,35.88321113
592,5441.0514,3638.7459,49.53095234
593,10895.5524,8371.4803,30.15084603
594,5026.7564,3442.5847,46.01692714
595,16876.7422,13497.6613,25.03456631
596,5088.1105,4028.9072,26.29008906
597,5751.6400,4532.4499,26.89914170
598,6612.6423,5325.1207,24.17826226
599,10535.7337,9142.3480,15.24100460
600,8118.1190,6078.0789,33.56389629
601,5606.2343,4282.5847,30.90772736
602,7538.2143,5294.7935,42.37031682
603,8515.4942,5651.0735,50.68808099
604,9364.2299,6861.5000,36.47496797
605,8354.5632,5952.1209,40.36279364
606,7015.7847,4875.5661,43.89682187
607,5542.9717,2551.5734,117.23739610
608,12054.1197,7095.6690,69.87996004
609,5460.9292,3964.0882,37.76003329
610,5263.9486,3327.6737,58.18704326
611,6413.5036,5303.1983,20.93652389
612,7970.4436,5903.8822,35.00343313
613,7650.8640,5969.3054,28.17008948
614,7528.0881,5819.6098,29.35726466
615,11357.2571,8376.7077,35.58139556
616,10146.7600,7133.8135,42.23472441
617,8015.1477,4997.2360,60.39161963
618,7710.9486,6115.6613,26.08527929
619,5655.0073,3239.5661,74.56063987
620,8325.4781,7339.3736,13.43581343
621,7073.9543,4971.6900,42.28470236
622,5144.5836,3640.9374,41.29832699
623,8539.9072,6003.8646,42.24017035
624,8507.2829,5804.9044,46.55336640
625,7785.6657,5088.2727,53.01195772
626,11454.1733,7678.7477,49.16720535
627,6915.0171,5241.0951,31.93840170
628,7621.1190,5092.6079,49.65061412
629,8732.1350,6802.8707,28.35956223
630,8994.9686,5255.9207,71.13972996
631,6251.6771,4703.0139,32.92916327
632,7693.6346,6484.2367,18.65135351
633,7584.9818,6909.7816,9.77165677
634,8709.1136,5071.8645,71.71424159
635,8048.3732,4159.0490,93.51475095
636,7906.7709,4363.7787,81.19092163
637,10163.1387,7560.9713,34.41578245
638,6788.9114,5400.9827,25.69770734
639,6004.4371,3698.7786,62.33567525
640,13526.9143,9908.0396,36.52462843
641,7320.4314,4494.7203,62.86734153
642,4195.4800,3209.8904,30.70477247
643,9501.7790,6759.8747,40.56146666
644,9976.0837,8855.0152,12.66026571
645,12809.6264,9043.4965,41.64462199
646,5757.0438,4450.2759,29.36375124
647,6975.4759,4791.0070,45.59519487
648,7671.6856,5674.9606,35.18482597
649,4844.7721,2733.8998,77.21103526
650,7060.5146,5863.8678,20.40712410
651,8703.3343,6728.6527,29.34735524
652,8437.3173,5156.7739,63.61619602
653,7105.4171,4944.7133,43.69725262
654,8477.1989,4828.6098,75.56189445
655,9659.9771,6703.2890,44.10802039
656,3752.3743,2833.3271,32.43702870
657,7508.7471,4872.4650,54.10571853
658,7536.8000,4853.0280,55.30098000
659,7038.3971,4511.5986,56.00672300
660,5989.1460,3535.9167,69.38029230
661,7886.1221,6582.7288,19.80019782
662,10717.4504,6573.8445,63.03169853
663,5260.4868,4408.0651,19.33777591
664,6093.3618,4007.8974,52.03387614
665,10274.0430,6544.7642,56.98110341
666,8356.1782,5929.9674,40.91440383
667,10466.6799,7407.1930,41.30426808
668,10459.3116,7697.1972,35.88467752
669,5059.6679,4084.7845,23.86621386
670,7922.9745,5537.3573,43.08223135
671,6949.0876,5137.4454,35.26348306
672,9954.8523,7917.8364,25.72692474
673,8362.1552,6123.2774,36.56338985
674,10058.3403,6689.5000,50.36012106
675,5488.6477,3284.9930,67.08247828
676,7947.1124,7529.6743,5.54390697
677,9345.4818,6831.5661,36.79852652
678,8695.1686,6161.6364,41.11784692
679,11564.0340,8617.0139,34.20001523
680,5435.9547,5016.3991,8.36368073
681,4271.0554,2994.5721,42.62656718
682,14425.7750,9216.6667,56.51835443
683,11176.4448,7484.9884,49.31813068
684,8893.1460,6798.7586,30.80543790
685,8675.5886,4962.1049,74.83686369
686,8232.3409,4620.4112,78.17333839
687,9505.7257,7447.8928,27.62973371
688,4745.0171,2691.9557,76.26653643
689,8615.8914,5771.3503,49.28727090
690,6660.0857,4716.9464,41.19485718
691,9784.1257,7218.1212,35.54947924
692,8492.0600,5035.3287,68.64956698
693,9107.8171,4577.8747,98.95295787
694,8960.8102,7328.4397,22.27446279
695,7254.3429,3874.6457,87.22596702
696,9251.8130,6702.1323,38.04283003
697,12551.8200,9109.6084,37.78660356
